student_id,grade_level,age,gender,race_ethnicity,free_reduced_lunch,ell_status,iep_status,section_504,gifted_program,current_gpa,cumulative_gpa,gpa_trend,course_failures_total,grade_retained_ever,years_data_available,credits_earned,recent_Reading_Grade,recent_Math_Grade,recent_Science_Grade,recent_Social_Studies_Grade,recent_year_gpa,recent_ELA_Grade,recent_Elective1_Grade,recent_Elective2_Grade,recent_English_Grade,recent_PE_Grade,attendance_rate,chronic_absenteeism,tardiness_rate,behavior_score,disciplinary_incidents,suspensions,extracurricular_count,parent_engagement_level,technology_access,success_probability,current_success,risk_category,next_grade_success_pred,next_grade_success_prob,graduation_prediction,graduation_probability
3464,4,9,F,White,1,0,0,0,0,2.96,2.69,0.7,0,0,3,24,2.73,3.35,2.92,2.83,2.96,,,,,,0.811,1,0.017,0.805,0,0,0,1,1,0.812,1,Low Risk,1,0.847,,
3465,5,10,F,Hispanic,0,0,0,0,0,3.02,3.36,-0.82,0,0,3,30,3.21,2.58,2.93,3.34,3.02,,,,,,0.933,0,0.034,0.875,0,0,0,2,1,0.95,1,Low Risk,1,0.884,,
3466,4,9,F,Hispanic,0,0,0,0,0,3.86,3.66,0.06,0,0,3,24,3.98,4.0,3.67,3.78,3.86,,,,,,0.864,1,0.009,0.869,1,0,0,2,1,0.95,1,Low Risk,1,0.917,,
3467,7,12,F,Black,0,0,0,0,1,3.88,3.96,-0.12,0,0,3,42,,3.84,3.75,4.0,3.88,3.94,3.73,4.0,,,0.891,1,0.06,0.862,0,0,0,2,1,0.95,1,Low Risk,0,0.865,,
3468,12,17,F,White,0,0,0,0,0,3.63,3.59,0.0,0,0,3,72,,3.81,3.41,3.22,3.63,,3.78,3.63,3.84,3.7,0.77,1,0.066,0.928,0,0,1,1,1,0.95,1,Low Risk,1,0.914,1.0,0.95
3469,8,13,M,White,0,0,0,0,0,3.31,3.02,0.25,0,0,3,48,,3.63,3.46,3.89,3.31,2.95,3.35,2.56,,,0.819,1,0.0,1.0,0,0,0,0,1,0.857,1,Low Risk,1,0.885,,
3470,4,10,M,Hispanic,0,0,0,0,0,3.57,3.41,0.39,0,0,3,24,3.74,3.26,3.67,3.61,3.57,,,,,,0.874,1,0.006,0.914,0,0,1,1,1,0.95,1,Low Risk,1,0.867,,
3471,8,13,M,Asian,0,0,0,0,0,3.25,3.75,-0.74,0,0,3,48,,3.27,3.45,3.05,3.25,3.08,3.06,3.61,,,0.987,0,0.06,0.94,0,0,0,2,1,0.95,1,Low Risk,1,0.95,,
3472,7,12,F,White,1,0,0,0,0,2.67,3.19,-0.92,0,0,3,42,,2.8,2.21,2.54,2.67,2.7,3.23,2.54,,,0.907,0,0.01,0.692,1,0,0,1,1,0.818,1,Low Risk,0,0.806,,
3473,1,6,M,White,1,0,0,0,0,2.9,2.93,-0.06,0,0,2,6,2.98,3.07,2.7,2.86,2.9,,,,,,0.94,0,0.011,0.788,1,1,0,0,0,0.912,1,Low Risk,1,0.91,,
3474,1,6,M,White,1,0,0,0,1,3.16,3.58,-0.84,0,0,2,6,3.49,3.16,3.29,2.68,3.16,,,,,,0.99,0,0.022,0.816,2,0,1,1,1,0.95,1,Low Risk,1,0.928,,
3475,5,10,M,White,1,0,0,0,0,3.38,3.04,0.33,0,0,3,30,3.21,3.5,3.61,3.22,3.38,,,,,,0.946,0,0.037,0.661,2,0,0,1,1,0.95,1,Low Risk,1,0.95,,
3476,12,17,F,Black,1,0,0,0,0,3.74,3.07,1.27,0,0,3,72,,4.0,3.47,3.72,3.74,,3.57,3.89,3.83,3.72,0.825,1,0.11,0.867,0,0,0,0,1,0.864,1,Low Risk,1,0.83,1.0,0.95
3477,8,13,M,Black,0,0,0,0,1,3.36,3.62,-0.28,0,0,3,48,,3.93,3.11,3.1,3.36,3.62,3.1,3.3,,,0.976,0,0.009,0.943,0,0,0,1,1,0.95,1,Low Risk,1,0.95,,
3478,9,13,M,White,0,0,0,0,0,3.14,3.48,-0.48,0,0,3,54,,3.52,3.42,1.98,3.14,,2.95,3.28,3.18,3.66,0.87,1,0.01,0.923,0,0,0,0,1,0.807,0,Low Risk,1,0.78,1.0,0.921
3479,7,12,M,White,0,0,0,0,0,3.36,3.46,-0.05,0,0,3,42,,3.6,3.34,3.27,3.36,3.63,3.19,3.13,,,0.99,0,0.004,0.836,1,0,0,0,1,0.95,1,Low Risk,1,0.95,,
3480,11,16,M,Asian,1,0,0,0,0,3.29,2.81,1.47,0,0,3,66,,3.41,3.25,2.81,3.29,,3.37,2.99,3.48,3.73,0.851,1,0.01,0.949,0,0,2,1,1,0.884,1,Low Risk,1,0.871,1.0,0.95
3481,1,6,M,White,1,0,0,0,0,2.06,2.72,-1.31,0,0,2,6,1.72,2.16,1.96,2.41,2.06,,,,,,0.98,0,0.01,0.853,0,0,0,2,1,0.898,1,Low Risk,1,0.945,,
3482,1,6,F,Hispanic,0,0,0,0,0,4.0,3.75,0.5,0,0,2,6,4.0,4.0,4.0,4.0,4.0,,,,,,0.797,1,0.021,0.982,1,0,0,0,1,0.95,1,Low Risk,1,0.932,,
3483,11,16,F,White,0,0,0,0,0,3.63,3.43,0.43,0,0,3,66,,3.89,3.71,3.77,3.63,,3.73,3.92,3.24,3.13,0.937,0,0.005,1.0,0,0,2,1,1,0.95,1,Low Risk,1,0.917,1.0,0.95
3484,3,8,F,Hispanic,1,0,0,0,0,2.26,2.8,-1.17,0,0,3,18,2.25,2.13,2.62,2.04,2.26,,,,,,0.831,1,0.045,0.946,0,0,1,2,1,0.793,0,Medium Risk,1,0.675,,
3485,3,8,F,White,1,0,0,0,0,3.47,3.03,0.79,0,0,3,18,3.34,3.8,3.59,3.16,3.47,,,,,,0.927,0,0.026,0.884,0,0,0,1,1,0.95,1,Low Risk,1,0.95,,
3486,12,18,F,White,0,0,0,0,0,3.21,2.94,0.27,0,0,3,72,,3.14,3.41,3.18,3.21,,3.15,3.12,3.1,3.35,0.82,1,0.003,1.0,0,0,1,0,1,0.893,1,Low Risk,1,0.871,1.0,0.95
3487,0,5,F,White,0,0,0,0,0,3.11,3.11,0.0,0,0,1,0,3.0,3.26,3.27,2.92,3.11,,,,,,0.99,0,0.033,1.0,0,0,0,0,1,0.95,1,Low Risk,1,0.885,,
3488,1,6,F,Multi-racial,1,0,1,0,0,3.4,3.52,-0.25,0,0,2,6,3.62,3.37,3.16,3.44,3.4,,,,,,0.952,0,0.002,0.962,0,0,0,1,1,0.95,1,Low Risk,1,0.95,,
3489,8,14,F,Black,0,0,0,1,0,2.88,2.84,0.34,0,0,3,48,,2.89,2.83,2.68,2.88,3.09,2.65,3.16,,,0.765,1,0.027,0.785,1,0,0,2,1,0.836,1,Low Risk,1,0.817,,
3490,0,6,M,Black,1,0,0,1,0,3.05,3.05,0.0,0,0,1,0,2.85,3.14,3.1,3.1,3.05,,,,,,0.99,0,0.01,0.741,1,0,0,1,1,0.95,1,Low Risk,1,0.95,,
3491,10,15,M,White,1,0,0,0,0,2.97,2.63,0.38,0,0,3,60,,3.0,3.23,2.96,2.97,,2.81,2.67,2.71,3.43,0.958,0,0.066,0.825,4,0,1,0,1,0.798,1,Medium Risk,1,0.866,1.0,0.895
3492,1,5,F,Hispanic,1,0,0,0,0,3.13,3.04,0.17,0,0,2,6,2.81,3.57,2.89,3.26,3.13,,,,,,0.971,0,0.035,0.808,1,0,0,1,1,0.95,1,Low Risk,1,0.896,,
3493,12,17,M,Hispanic,0,0,0,0,0,3.61,3.38,-0.24,0,0,3,72,,4.0,3.32,3.51,3.61,,3.63,3.64,3.39,3.77,0.99,0,0.011,0.919,0,0,1,1,1,0.95,1,Low Risk,1,0.862,1.0,0.95
3494,3,8,M,White,1,0,0,0,0,2.34,3.16,-0.98,0,0,3,18,1.79,2.45,2.51,2.6,2.34,,,,,,0.99,0,0.003,1.0,0,0,1,2,1,0.95,1,Low Risk,0,0.946,,
3495,5,10,M,White,0,1,0,0,0,2.47,2.99,-1.46,0,0,3,30,2.34,2.43,2.92,2.19,2.47,,,,,,0.98,0,0.004,0.846,1,0,1,0,0,0.87,1,Low Risk,1,0.901,,
3496,11,16,F,Hispanic,0,0,0,0,0,3.98,3.49,0.93,0,0,3,66,,4.0,4.0,3.96,3.98,,4.0,3.93,4.0,4.0,0.938,0,0.006,1.0,0,0,1,0,1,0.95,1,Low Risk,1,0.95,1.0,0.95
3497,10,15,F,Asian,0,0,0,0,0,3.23,3.23,-0.15,0,0,3,60,,3.01,3.14,3.27,3.23,,3.41,3.5,3.3,2.99,0.861,1,0.011,0.917,0,0,2,1,1,0.938,1,Low Risk,1,0.95,1.0,0.95
3498,10,15,M,Hispanic,0,0,1,0,1,3.99,3.77,-0.01,0,0,3,60,,4.0,4.0,3.95,3.99,,4.0,4.0,4.0,4.0,0.968,0,0.026,0.901,0,0,2,2,1,0.95,1,Low Risk,1,0.85,1.0,0.95
3499,8,13,F,White,0,0,1,0,0,3.05,2.93,-0.47,0,0,3,48,,3.01,3.19,3.48,3.05,2.21,3.3,3.1,,,0.904,0,0.004,0.768,0,0,0,0,1,0.904,1,Low Risk,1,0.863,,
3500,7,12,M,White,1,0,0,0,0,3.15,2.44,1.19,0,0,3,42,,3.19,3.24,3.03,3.15,3.06,3.0,3.4,,,0.821,1,0.086,0.621,0,0,0,0,1,0.744,1,Medium Risk,0,0.605,,
3501,2,8,M,White,1,0,0,0,0,2.74,2.62,-0.36,0,0,3,12,2.81,3.0,2.76,2.41,2.74,,,,,,0.913,0,0.018,1.0,0,0,0,1,1,0.93,1,Low Risk,0,0.846,,
3502,4,9,F,White,1,0,0,0,0,3.43,3.08,-0.14,0,0,3,24,3.19,3.35,3.79,3.38,3.43,,,,,,0.99,0,0.011,0.774,1,0,0,0,1,0.95,1,Low Risk,1,0.894,,
3503,5,10,F,White,1,0,0,0,0,2.9,3.07,0.12,0,0,3,30,2.9,2.71,2.88,3.11,2.9,,,,,,0.908,0,0.001,1.0,0,0,0,0,1,0.882,1,Low Risk,0,0.894,,
3504,6,11,M,White,1,0,1,0,0,2.69,2.47,0.07,1,0,3,34,,2.59,2.74,2.88,2.69,2.69,2.55,2.67,,,0.937,0,0.021,0.793,2,0,0,0,1,0.67,1,Medium Risk,1,0.639,,
3505,6,11,M,Hispanic,0,0,0,1,0,3.02,3.41,-0.36,0,0,3,36,,3.01,2.95,3.19,3.02,3.19,2.88,2.88,,,0.956,0,0.044,0.806,1,0,0,1,1,0.95,1,Low Risk,1,0.938,,
3506,6,11,F,Black,0,0,0,0,0,3.79,3.77,0.22,0,0,3,36,,4.0,3.91,3.18,3.79,3.78,3.88,4.0,,,0.901,0,0.024,0.82,0,0,0,0,1,0.95,1,Low Risk,1,0.95,,
3507,4,9,F,White,0,0,0,0,0,4.0,3.61,0.91,0,0,3,24,4.0,4.0,4.0,4.0,4.0,,,,,,0.895,1,0.004,0.76,0,0,0,1,1,0.95,1,Low Risk,1,0.85,,
3508,10,16,M,White,1,1,0,0,0,2.1,1.67,0.14,0,0,3,60,,2.2,2.15,2.11,2.1,,1.84,2.31,2.27,1.79,0.801,1,0.005,0.821,0,0,1,0,1,0.54,1,High Risk,0,0.494,1.0,0.55
3509,12,17,F,White,1,0,0,0,0,3.04,3.29,-0.16,0,0,3,72,,3.05,2.83,3.17,3.04,,3.23,2.99,3.26,2.72,0.819,1,0.008,0.877,1,0,1,0,1,0.767,1,Medium Risk,1,0.791,1.0,0.871
3510,7,12,F,Asian,0,0,1,0,0,3.26,3.36,0.35,0,0,3,42,,3.33,3.65,3.19,3.26,3.11,3.36,2.94,,,0.94,0,0.013,0.705,1,0,2,0,1,0.95,1,Low Risk,1,0.915,,
3511,11,16,F,Multi-racial,1,0,0,0,0,2.11,2.27,-0.83,0,0,3,66,,1.77,2.06,1.89,2.11,,2.66,1.68,2.64,2.05,0.942,0,0.018,0.84,0,0,1,1,0,0.804,1,Low Risk,0,0.824,1.0,0.815
3512,8,13,M,White,1,0,1,0,0,2.03,2.34,-0.09,0,0,3,48,,1.54,2.51,2.65,2.03,1.62,1.68,2.18,,,0.816,1,0.093,0.919,0,0,0,1,1,0.584,1,High Risk,0,0.662,,
3513,4,9,F,White,0,0,0,0,0,3.55,3.56,0.22,0,0,3,24,3.58,3.54,3.46,3.63,3.55,,,,,,0.968,0,0.007,0.949,0,0,0,1,1,0.95,1,Low Risk,1,0.95,,
3514,2,7,M,Hispanic,1,0,0,0,0,3.35,3.22,0.29,0,0,3,12,3.57,3.26,3.25,3.33,3.35,,,,,,0.894,1,0.125,0.87,0,0,0,1,1,0.916,1,Low Risk,1,0.889,,
3515,1,6,M,Hispanic,0,0,0,0,1,4.0,3.94,0.12,0,0,2,6,4.0,4.0,4.0,4.0,4.0,,,,,,0.81,1,0.014,0.853,1,0,0,1,1,0.95,1,Low Risk,1,0.945,,
3516,12,17,M,Hispanic,0,0,0,0,0,3.39,3.12,0.09,0,0,3,72,,3.45,3.14,3.8,3.39,,3.46,3.3,3.24,3.33,0.902,0,0.029,0.958,0,0,1,2,1,0.95,1,Low Risk,1,0.95,1.0,0.95
3517,0,5,M,Hispanic,1,0,1,0,0,2.82,2.82,0.0,0,0,1,0,2.78,3.07,2.93,2.5,2.82,,,,,,0.85,1,0.008,0.849,0,0,0,2,1,0.843,0,Low Risk,1,0.798,,
3518,8,13,M,White,0,0,0,0,0,3.5,3.78,-0.46,0,0,3,48,,3.63,3.74,3.88,3.5,3.17,2.99,3.62,,,0.894,1,0.005,0.832,0,0,1,0,1,0.938,1,Low Risk,1,0.904,,
3519,2,7,F,White,0,1,0,1,0,3.38,3.12,0.53,0,0,3,12,3.59,3.32,3.32,3.28,3.38,,,,,,0.975,0,0.001,0.952,0,0,1,1,1,0.95,1,Low Risk,1,0.914,,
3520,10,15,M,Multi-racial,1,0,1,0,0,3.3,2.79,0.8,0,0,3,60,,3.87,3.19,2.74,3.3,,3.19,3.86,3.09,3.13,0.898,1,0.022,0.874,0,0,0,0,1,0.739,1,Medium Risk,0,0.643,1.0,0.869
3521,2,7,F,White,0,0,0,0,0,3.89,3.78,0.22,0,0,3,12,3.87,3.7,4.0,4.0,3.89,,,,,,0.898,1,0.017,1.0,0,0,0,0,1,0.95,1,Low Risk,1,0.909,,
3522,10,15,M,White,1,0,0,0,0,3.29,2.75,0.09,0,0,3,60,,3.45,3.13,3.13,3.29,,3.82,3.87,2.48,3.15,0.834,1,0.045,0.798,4,0,2,0,1,0.739,0,Medium Risk,1,0.673,1.0,0.868
3523,0,5,M,White,0,0,0,1,0,3.76,3.76,0.0,0,0,1,0,3.92,3.51,3.69,3.91,3.76,,,,,,0.99,0,0.005,0.968,0,0,1,0,1,0.95,1,Low Risk,1,0.95,,
3524,5,10,M,White,1,0,0,0,0,2.66,3.0,-0.92,0,0,3,30,2.91,3.04,2.26,2.42,2.66,,,,,,0.99,0,0.005,0.952,0,0,1,1,1,0.941,1,Low Risk,1,0.95,,
3525,4,9,M,White,0,0,0,0,0,3.87,3.55,0.21,0,0,3,24,3.7,4.0,4.0,3.78,3.87,,,,,,0.822,1,0.012,0.911,0,0,0,1,1,0.95,1,Low Risk,1,0.916,,
3526,11,16,M,Multi-racial,0,0,0,0,1,3.8,3.29,1.14,0,0,3,66,,4.0,4.0,3.89,3.8,,3.94,3.59,3.74,3.47,0.832,1,0.022,0.912,0,0,1,1,1,0.95,1,Low Risk,1,0.941,1.0,0.95
3527,10,15,F,White,0,0,0,0,0,3.21,3.31,0.4,0,0,3,60,,3.14,3.8,3.05,3.21,,3.11,3.12,3.69,2.58,0.964,0,0.016,0.883,1,0,3,0,1,0.95,1,Low Risk,1,0.932,1.0,0.95
3528,11,16,F,White,0,0,1,0,0,3.03,3.07,-0.35,0,0,3,66,,2.58,3.05,3.25,3.03,,2.86,2.77,3.31,3.39,0.877,1,0.001,0.854,0,0,0,2,1,0.873,1,Low Risk,1,0.784,1.0,0.95
3529,4,9,M,White,1,0,0,0,0,3.16,3.0,0.99,0,0,3,24,2.69,3.13,3.5,3.31,3.16,,,,,,0.99,0,0.003,0.907,1,0,0,1,1,0.95,1,Low Risk,0,0.932,,
3530,12,17,F,Hispanic,0,0,0,0,0,3.34,3.39,-0.12,0,0,3,72,,3.42,2.91,3.62,3.34,,3.29,3.64,3.16,3.36,0.81,1,0.161,1.0,0,0,0,0,1,0.879,0,Low Risk,1,0.852,1.0,0.95
3531,9,14,F,White,1,0,0,0,0,2.07,2.61,-1.07,0,0,3,54,,1.94,1.69,1.9,2.07,,1.99,2.41,2.2,2.38,0.749,1,0.114,0.816,0,0,0,2,1,0.61,1,Medium Risk,0,0.576,1.0,0.617
3532,5,10,M,Hispanic,0,0,1,0,0,3.9,3.53,0.8,0,0,3,30,4.0,3.63,3.95,4.0,3.9,,,,,,0.872,1,0.106,0.799,1,0,0,2,1,0.95,1,Low Risk,1,0.927,,
3533,12,17,F,Hispanic,0,0,0,0,0,2.76,2.61,0.36,0,0,3,72,,2.63,2.4,3.52,2.76,,2.51,2.86,2.8,2.6,0.953,0,0.007,0.786,0,0,1,1,1,0.95,1,Low Risk,1,0.916,1.0,0.95
3534,5,10,F,Hispanic,0,0,0,0,0,2.56,3.04,-1.27,0,0,3,30,2.28,3.09,3.08,1.8,2.56,,,,,,0.909,0,0.017,0.934,0,0,0,1,1,0.95,1,Low Risk,1,0.95,,
3535,5,10,M,Hispanic,0,0,0,0,0,3.66,3.43,1.03,0,0,3,30,3.79,3.87,3.53,3.45,3.66,,,,,,0.99,0,0.062,0.862,0,0,0,2,1,0.95,1,Low Risk,1,0.915,,
3536,2,7,F,Hispanic,0,0,0,0,0,3.29,3.09,0.15,0,0,3,12,3.79,3.23,2.9,3.25,3.29,,,,,,0.85,1,0.06,1.0,0,0,0,1,1,0.95,1,Low Risk,1,0.895,,
3537,9,14,F,White,0,0,0,0,0,3.17,3.11,0.38,0,0,3,54,,3.18,3.0,3.19,3.17,,3.03,3.45,3.74,2.6,0.955,0,0.011,0.846,1,1,2,1,1,0.95,1,Low Risk,1,0.917,1.0,0.95
3538,7,12,F,Hispanic,1,0,0,0,0,3.18,2.95,0.68,0,0,3,42,,3.0,3.13,3.32,3.18,3.18,3.26,3.17,,,0.783,1,0.073,1.0,0,0,1,2,1,0.847,1,Low Risk,1,0.809,,
3539,11,16,F,White,0,0,0,0,0,3.39,3.32,-0.26,0,0,3,66,,3.37,3.53,3.23,3.39,,3.19,4.0,3.12,3.26,0.803,1,0.025,0.798,1,0,0,0,1,0.844,1,Low Risk,1,0.904,0.0,0.95
3540,12,17,F,Asian,0,0,1,0,0,2.93,3.36,-0.81,0,0,3,72,,3.08,3.3,2.54,2.93,,2.68,3.25,2.76,2.89,0.775,1,0.019,0.791,0,0,0,0,1,0.767,1,Medium Risk,1,0.906,1.0,0.86
3541,6,10,M,White,0,0,0,0,0,3.91,3.45,0.6,0,0,3,36,,3.95,4.0,3.68,3.91,4.0,4.0,3.86,,,0.709,1,0.058,0.705,1,0,2,1,1,0.95,1,Low Risk,1,0.943,,
3542,10,15,F,Black,0,0,1,0,0,3.43,3.11,0.41,0,0,3,60,,3.2,3.7,3.36,3.43,,3.39,3.71,3.67,2.96,0.809,1,0.004,0.788,2,0,2,0,1,0.832,1,Low Risk,0,0.812,1.0,0.95
3543,8,12,M,Hispanic,0,1,1,0,0,3.18,2.53,1.64,0,0,3,48,,3.02,3.44,3.6,3.18,2.85,3.34,2.84,,,0.99,0,0.025,0.863,1,0,0,2,1,0.949,1,Low Risk,1,0.95,,
3544,3,8,M,White,1,0,1,0,0,3.29,2.86,0.61,0,0,3,18,3.18,3.49,3.23,3.27,3.29,,,,,,0.877,1,0.04,0.797,0,0,0,1,1,0.852,1,Low Risk,0,0.814,,
3545,7,12,M,Asian,1,0,0,0,0,2.28,2.61,-0.3,0,0,3,42,,2.37,2.17,2.26,2.28,2.45,1.9,2.54,,,0.704,1,0.012,0.892,0,0,0,0,1,0.578,1,High Risk,0,0.513,,
3546,2,8,M,White,0,0,0,0,0,3.0,3.03,-0.29,0,0,3,12,2.81,3.41,2.6,3.16,3.0,,,,,,0.906,0,0.005,0.816,1,0,0,0,1,0.95,1,Low Risk,1,0.95,,
3547,5,10,M,White,0,1,0,0,0,3.77,3.49,0.31,0,0,3,30,3.27,4.0,4.0,3.8,3.77,,,,,,0.845,1,0.01,0.92,1,0,1,2,1,0.95,1,Low Risk,1,0.95,,
3548,8,12,F,Black,1,0,0,0,0,3.16,2.72,0.2,0,0,3,48,,3.07,3.52,3.07,3.16,2.74,3.56,3.02,,,0.803,1,0.009,0.885,0,0,2,1,1,0.85,1,Low Risk,1,0.816,,
3549,2,7,F,Black,1,0,0,0,0,2.88,3.06,-0.5,0,0,3,12,2.71,3.08,3.07,2.68,2.88,,,,,,0.916,0,0.004,1.0,0,0,0,2,1,0.95,1,Low Risk,1,0.935,,
3550,12,17,F,White,0,0,0,0,0,3.74,3.41,0.15,0,0,3,72,,3.55,3.84,4.0,3.74,,3.56,4.0,4.0,3.26,0.956,0,0.035,0.98,0,0,0,2,1,0.95,1,Low Risk,1,0.95,1.0,0.95
3551,6,11,M,Black,0,0,0,0,0,3.72,3.47,0.61,0,0,3,36,,3.29,3.78,3.86,3.72,3.45,4.0,3.94,,,0.99,0,0.079,1.0,0,0,0,2,0,0.95,1,Low Risk,1,0.93,,
3552,1,6,F,Black,0,0,0,0,0,3.21,3.14,0.14,0,0,2,6,3.35,3.42,3.11,2.96,3.21,,,,,,0.902,0,0.008,0.947,1,0,0,0,1,0.95,1,Low Risk,1,0.883,,
3553,11,16,F,White,0,0,0,0,0,3.36,3.47,-0.13,0,0,3,66,,3.41,2.76,3.55,3.36,,3.37,3.77,3.53,3.13,0.842,1,0.048,1.0,0,0,0,0,1,0.872,1,Low Risk,1,0.862,1.0,0.95
3554,1,6,F,Hispanic,0,1,0,0,0,2.92,2.88,0.07,0,0,2,6,3.27,2.55,2.77,3.09,2.92,,,,,,0.807,1,0.063,0.894,0,0,0,0,1,0.815,0,Low Risk,1,0.774,,
3555,12,17,F,White,1,0,0,0,0,3.44,3.22,0.44,0,0,3,72,,4.0,3.54,3.06,3.44,,3.69,3.42,3.14,3.24,0.767,1,0.097,0.897,0,0,1,0,1,0.831,1,Low Risk,1,0.862,1.0,0.95
3556,6,11,F,White,0,0,0,0,0,3.64,3.75,0.02,0,0,3,36,,3.37,4.0,3.47,3.64,3.32,4.0,3.67,,,0.844,1,0.055,0.96,1,0,0,2,1,0.95,1,Low Risk,1,0.95,,
3557,11,16,F,Hispanic,1,1,0,0,0,2.77,2.62,-0.6,0,0,3,66,,2.66,2.81,2.01,2.77,,2.96,3.03,2.93,2.98,0.99,0,0.018,0.955,0,0,3,0,0,0.878,1,Low Risk,1,0.904,1.0,0.95
3558,7,12,M,Black,0,1,0,0,0,3.14,2.97,0.82,0,0,3,42,,3.34,2.76,3.48,3.14,3.14,3.08,3.04,,,0.833,1,0.017,0.835,0,0,0,1,1,0.806,1,Low Risk,1,0.857,,
3559,0,5,M,Black,0,0,0,1,0,4.0,4.0,0.0,0,0,1,0,4.0,4.0,4.0,4.0,4.0,,,,,,0.925,0,0.017,0.813,0,0,0,0,0,0.95,1,Low Risk,1,0.834,,
3560,12,17,M,Black,0,0,0,0,0,3.5,3.64,0.03,0,0,3,72,,3.43,3.37,3.38,3.5,,3.74,3.56,3.69,3.32,0.829,1,0.017,0.902,0,0,0,1,0,0.949,1,Low Risk,1,0.932,1.0,0.95
3561,0,5,F,White,1,0,0,0,0,2.43,2.43,0.0,0,0,1,0,2.69,2.15,2.41,2.48,2.43,,,,,,0.976,0,0.006,1.0,0,0,0,0,0,0.882,1,Low Risk,0,0.918,,
3562,5,10,M,Hispanic,0,0,0,0,0,3.81,3.55,0.74,0,0,3,30,3.91,3.75,4.0,3.58,3.81,,,,,,0.99,0,0.074,1.0,0,0,0,0,1,0.95,1,Low Risk,1,0.929,,
3563,10,14,M,White,1,0,0,0,0,3.17,3.11,0.26,0,0,3,60,,3.43,2.99,3.02,3.17,,2.49,3.12,3.45,3.67,0.907,0,0.0,0.868,0,0,1,1,1,0.933,1,Low Risk,1,0.95,1.0,0.95
3564,0,5,F,White,0,0,1,0,0,3.68,3.68,0.0,0,0,1,0,3.45,3.91,3.79,3.59,3.68,,,,,,0.99,0,0.019,0.792,0,0,1,1,1,0.95,1,Low Risk,1,0.95,,
3565,4,9,M,Hispanic,1,1,0,0,0,2.13,2.45,-0.48,0,0,3,24,2.14,2.0,2.05,2.33,2.13,,,,,,0.99,0,0.029,0.927,0,0,1,2,1,0.852,1,Low Risk,1,0.9,,
3566,4,9,F,Black,0,0,1,0,0,2.51,3.17,-0.57,0,0,3,24,2.36,2.66,2.44,2.57,2.51,,,,,,0.99,0,0.032,0.76,1,0,1,2,1,0.95,1,Low Risk,1,0.933,,
3567,7,12,M,White,0,0,0,0,0,2.99,3.43,-0.84,0,0,3,42,,3.42,2.74,3.09,2.99,2.76,2.54,3.37,,,0.962,0,0.046,0.83,0,0,1,1,1,0.95,1,Low Risk,1,0.95,,
3568,0,4,M,White,1,0,0,0,0,2.36,2.36,0.0,0,0,1,0,2.56,2.06,2.5,2.32,2.36,,,,,,0.99,0,0.002,0.966,0,0,0,1,1,0.916,1,Low Risk,1,0.896,,
3569,7,12,F,Black,0,0,0,0,0,2.78,3.13,-0.08,0,0,3,42,,3.03,2.91,2.71,2.78,2.16,3.02,2.83,,,0.986,0,0.037,0.987,0,0,1,1,1,0.95,1,Low Risk,1,0.95,,
3570,1,6,M,White,1,0,0,0,0,3.61,3.69,-0.16,0,0,2,6,3.38,3.9,3.75,3.42,3.61,,,,,,0.864,1,0.071,0.961,0,0,1,1,0,0.95,1,Low Risk,1,0.95,,
3571,0,5,M,White,0,0,0,0,1,3.98,3.98,0.0,0,0,1,0,4.0,4.0,4.0,3.9,3.98,,,,,,0.99,0,0.052,1.0,0,0,1,1,1,0.95,1,Low Risk,1,0.9,,
3572,3,8,F,White,1,0,0,1,0,3.38,2.92,0.13,0,0,3,18,3.12,3.16,3.29,3.93,3.38,,,,,,0.99,0,0.013,0.864,1,0,0,0,1,0.95,1,Low Risk,1,0.918,,
3573,2,7,M,Hispanic,1,1,0,1,0,2.17,2.65,-0.71,0,0,3,12,2.01,1.9,2.36,2.41,2.17,,,,,,0.926,0,0.018,0.971,0,0,0,1,1,0.788,1,Medium Risk,1,0.814,,
3574,2,7,F,White,1,0,0,1,0,3.02,3.21,-0.56,0,0,3,12,3.36,2.92,2.59,3.22,3.02,,,,,,0.929,0,0.033,1.0,0,0,0,2,1,0.95,1,Low Risk,1,0.949,,
3575,2,7,M,Black,0,0,0,0,0,3.38,3.69,-0.58,0,0,3,12,3.52,3.39,3.02,3.57,3.38,,,,,,0.881,1,0.011,0.951,0,0,0,1,1,0.95,1,Low Risk,1,0.872,,
3576,4,9,F,White,1,0,0,0,0,2.88,3.02,0.19,0,0,3,24,2.46,2.9,3.16,2.99,2.88,,,,,,0.983,0,0.02,0.928,0,0,0,1,1,0.95,1,Low Risk,1,0.939,,
3577,8,13,M,Asian,0,0,0,0,0,4.0,3.48,0.38,0,0,3,48,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,0.92,0,0.017,0.927,1,0,2,2,1,0.95,1,Low Risk,1,0.95,,
3578,7,12,M,Black,0,0,0,0,0,2.91,3.38,-0.76,0,0,3,42,,2.77,2.84,3.06,2.91,2.99,2.92,2.86,,,0.99,0,0.022,0.955,0,0,0,0,1,0.939,1,Low Risk,1,0.913,,
3579,11,16,M,Black,1,0,0,0,0,2.77,2.75,-0.23,0,0,3,66,,3.08,2.58,2.8,2.77,,3.02,3.09,2.4,2.41,0.746,1,0.003,0.861,0,0,0,2,1,0.754,1,Medium Risk,1,0.788,1.0,0.831
